microsoft-r\deployr\media\deployr-admin-managing-access-with-ip-filters\0300001D_333x206.png,Skipped,Skipped - No tranformation required
image-sources\o16n-image-source-deployr-architecture2.pptx,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxcomputecontext-class.md,Succeeded,Successful
microsoft-r\install\r-server-install.md,Succeeded,Successful
microsoft-r\r\media\how-to-revoscaler-covcor\math3.png,Skipped,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\rx-cleanup-jobs.md,Succeeded,Successful
microsoft-r\operationalize\media\configure-https\security-http-addgroup.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxhistogram.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\revoscaler.md,Succeeded,Successful
microsoft-r\r\media\how-to-revoscaler-covcor\image24.png,Skipped,Skipped - No tranformation required
microsoft-r\install\r-server-install-hadoop-901.md,Succeeded,Successful
microsoft-r\media\what-is-operationalization\data-scientist-easy-deploy.png,Skipped,Skipped - No tranformation required
microsoft-r\r\how-to-revoscaler-visualize-huge-data-sets.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxdatastep.md,Succeeded,Successful
microsoft-r\python-reference\introducing-python-package-reference.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-admin-console-about\checkmark.jpeg,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\microsoftml\rxpredict.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxremovepackages.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxpingnodes.md,Succeeded,Successful
microsoft-r\resources-more.md,Succeeded,Successful
microsoft-r\r-reference\microsoftml\neuralnet.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\media\revoscaler\manip copy.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\media\revoscaler\import.png,Skipped,Skipped - No tranformation required
microsoft-r\r\concept-what-is-the-microsoftml-package.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\as.kmeans.md,Succeeded,Successful
microsoft-r\deployr\deployr-security-passwords.md,Succeeded,Successful
microsoft-r\r-client\media\what-is-microsoft-r-client\Step1.png,Skipped,Skipped - No tranformation required
microsoft-r\r\rpe\media\revorpe-users-guide\data_editor_dialog.jpg,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxgetfuzzydist.md,Succeeded,Successful
microsoft-r\r\tutorial-large-data-tips.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\media\revoscaler\import copy.png,Skipped,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-data-scientist-getting-started\newdir1.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\mrsdeploy\remoteloginaad.md,Succeeded,Successful
microsoft-r\r-reference\microsoftml\featurizetext.md,Succeeded,Successful
microsoft-r\operationalize\media\configure-roles\p4.png,Skipped,Skipped - No tranformation required
microsoft-r\install\r-server-vm-data-science.md,Succeeded,Successful
microsoft-r\python-reference\revoscalepy\RxDataSource.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-data-scientist-getting-started\rstudio.png,Skipped,Skipped - No tranformation required
microsoft-r\r\media\tutorial-revoscaler-large-data-loan\houseage_plot.png,Skipped,Skipped - No tranformation required
microsoft-r\operationalize\media\configure-authentication\aad-settings-keys.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxhadoopmr-class.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxstepplot.md,Succeeded,Successful
microsoft-r\python-reference\microsoftml\get-sentiment.md,Succeeded,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\search_r_help_dialog.jpg,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\microsoftml\selectfeatures.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxsummary.md,Succeeded,Successful
microsoft-r\python-reference\microsoftml\featurize-image.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxcleanup.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-api-explorer-tool\deployr-api-explorer-tool-4.png,Skipped,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-monitoring-events\03000023_612x363.png,Skipped,Skipped - No tranformation required
microsoft-r\operationalize\media\configure-start-for-administrators\admin-ha.png,Skipped,Skipped - No tranformation required
microsoft-r\r\media\how-to-revoscaler-transform-functions\image25.png,Skipped,Skipped - No tranformation required
microsoft-r\python-reference\microsoftml\index.md,Succeeded,Successful
microsoft-r\r\media\tutorial-r-to-revoscaler\image17.png,Skipped,Skipped - No tranformation required
microsoft-r\install\media\r-server-install-cloudera-deploy-activate\cloudera-manager-activate-button.png,Skipped,Skipped - No tranformation required
microsoft-r\install\media\machine-learning-server-install-azure-vm\gh-readme-page.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\introducing-r-server-r-package-reference.md,Succeeded,Successful
microsoft-r\install\machine-learning-server-windows-install.md,Succeeded,Successful
microsoft-r\r-reference\microsoftml\optimizer.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-data-scientist-getting-started\upload.png,Skipped,Skipped - No tranformation required
microsoft-r\install\r-server-install-cloudera-deploy-activate.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxsasdata-class.md,Succeeded,Successful
microsoft-r\r\media\tutorial-r-to-revoscaler\image15.png,Skipped,Skipped - No tranformation required
microsoft-r\operationalize\media\how-to-build-api-clients-from-swagger-for-app-integration\app-dev-autorest.png,Skipped,Skipped - No tranformation required
microsoft-r\operationalize\configure-roles.md,Succeeded,Successful
microsoft-r\install\media\r-server-install-cloudera-generate-parcel\parcelgeneratoroutput.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\claims.md,Succeeded,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\visual_debugger_debugging.jpg,Skipped,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-managing-server-policies\03000022_624x429.png,Skipped,Skipped - No tranformation required
microsoft-r\r\media\how-to-revoscaler-generalized-linear-model\image19.png,Skipped,Skipped - No tranformation required
image-sources\o16n-image-source-modern-policy-servicing.pptx,Skipped,Skipped - No tranformation required
microsoft-r\media\rserver-servicing-support\rserver-servicing-support805.png,Skipped,Skipped - No tranformation required
microsoft-r\install\media\machine-learning-server-install\install-topology-standalone.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxgetpartitions.md,Succeeded,Successful
microsoft-r\r\media\tutorial-r-to-revoscaler\image11.jpeg,Skipped,Skipped - No tranformation required
microsoft-r\operationalize\media\configure-authentication\aad-settings-restricted.png,Skipped,Skipped - No tranformation required
microsoft-r\r\media\how-to-revoscaler-distributed-computing-background-jobs\object_browser_1.png,Skipped,Skipped - No tranformation required
microsoft-r\deployr\deployr-repository-manager-testing-debugging-scripts.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxgetnodeinfo.md,Succeeded,Successful
microsoft-r\r-reference\microsoftml\rxHashEnv.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\media\revoscaler\analytics copy.png,Skipped,Skipped - No tranformation required
microsoft-r\python\tutorial-revoscalepy-pyspark.md,Succeeded,Successful
microsoft-r\r-reference\mrsdeploy\getremoteobject.md,Succeeded,Successful
microsoft-r\deployr\deployr-admin-configure-high-availability.md,Succeeded,Successful
microsoft-r\install\r-server-install-linux-uninstall.md,Succeeded,Successful
microsoft-r\r-reference\mrsdeploy\request.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxlineplot.md,Succeeded,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\options_dialog_5.jpg,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxroc.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-about\deployr-architecture.png,Skipped,Skipped - No tranformation required
microsoft-r\r\rpe\media\revorpe-users-guide\code_snippet.jpg,Skipped,Skipped - No tranformation required
microsoft-r\r\media\how-to-revoscaler-decision-tree\image21.png,Skipped,Skipped - No tranformation required
microsoft-r\operationalize\how-to-consume-web-service-asynchronously-batch.md,Succeeded,Successful
microsoft-r\operationalize\media\configure-authentication\aad-create-web-app-name.png,Skipped,Skipped - No tranformation required
microsoft-r\install\r-server-install-linux-server-901.md,Succeeded,Successful
.openpublishing.publish.config.json,Succeeded,Successful
microsoft-r\deployr\media\deployr-repository-manager-files\workflowrestorefile.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\media\revoscaler\award.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\mrsdeploy\ConfigureServicePool.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-admin-configure-ca-sso\003-createagentgroup2.jpg,Skipped,Skipped - No tranformation required
microsoft-r\r\media\how-to-revoscaler-covcor\math2.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\mrsdeploy\getremotefile.md,Succeeded,Successful
microsoft-r\r\media\how-to-revoscaler-linear-model\image9.jpeg,Skipped,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\RxOptions.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-admin-scale-and-throughput\tuneprojects.png,Skipped,Skipped - No tranformation required
microsoft-r\r\sample-solutions.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxgetinfoxdf.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxlocalparallel.md,Succeeded,Successful
microsoft-r\python-reference\revoscalepy\rx-hadoop-copy-to-local.md,Succeeded,Successful
image-sources\o16n-image-source-data-science-labels.snagproj,Skipped,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-configure-ca-sso\002-createagentgroup.jpg,Skipped,Skipped - No tranformation required
microsoft-r\r\tutorial-revoscaler-large-data-airline.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\as.gbm.md,Succeeded,Successful
microsoft-r\python-reference\microsoftml\n-gram.md,Succeeded,Successful
microsoft-r\r\rpe\media\revorpe-getting-started\image7.png,Skipped,Skipped - No tranformation required
microsoft-r\operationalize\python\how-to-deploy-manage-web-services.md,Succeeded,Successful
microsoft-r\python-reference\revoscalepy\rx-get-pyspark-connection.md,Succeeded,Successful
microsoft-r\python-reference\revoscalepy\rx-dtree.md,Succeeded,Successful
microsoft-r\python-reference\azureml-model-management-sdk\operationalization-definition.md,Succeeded,Successful
microsoft-r\r-reference\mrsdeploy\deleteremotefile.md,Succeeded,Successful
microsoft-r\r\how-to-revoscaler-sql-server.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-data-scientist-getting-started\login1.png,Skipped,Skipped - No tranformation required
microsoft-r\r\media\tutorial-r-to-revoscaler\image6.jpeg,Skipped,Skipped - No tranformation required
README.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-data-scientist-getting-started\rstudio-test.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxteradata-class.md,Succeeded,Successful
microsoft-r\operationalize\media\how-to-build-api-clients-from-swagger-for-app-integration\api-swagger-workflow.png,Skipped,Skipped - No tranformation required
microsoft-r\operationalize\python\media\quickstart-application-integration-with-swagger\2-custom-deployment.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxopen-methods.md,Succeeded,Successful
microsoft-r\r\concept-what-is-compute-context.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\as.naiveBayes.md,Succeeded,Successful
image-sources\o16n-image-source-admin-HA.pptx,Skipped,Skipped - No tranformation required
microsoft-r\operationalize\media\how-to-build-api-clients-from-swagger-for-app-integration\swaggerIO-mainPage.png,Skipped,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-managing-r-boundaries\03000018_569x258.png,Skipped,Skipped - No tranformation required
microsoft-r\install\machine-learning-server-in-the-cloud.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxelemarg.md,Succeeded,Successful
microsoft-r\operationalize\python\media\quickstart-application-integration-with-swagger\1-create-mlserver-with-arm-template.png,Skipped,Skipped - No tranformation required
.openpublishing.build.ps1,Skipped,Skipped - No tranformation required
microsoft-r\install\media\machine-learning-server-windows-install\search-downloads.png,Skipped,Skipped - No tranformation required
microsoft-r\operationalize\configure-admin-cli-launch.md,Succeeded,Successful
microsoft-r\deployr\deployr-admin-managing-server-policies.md,Succeeded,Successful
microsoft-r\install\r-server-install-hadoop-manual-package.md,Succeeded,Successful
microsoft-r\deployr\deployr-api-explorer-tool.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxhadoopcommand.md,Succeeded,Successful
microsoft-r\r\rpe\media\revorpe-getting-started\image4.png,Skipped,Skipped - No tranformation required
microsoft-r\r\how-to-revoscaler-data-hdfs.md,Succeeded,Successful
microsoft-r\r-reference\mrsdeploy\summary.serviceDetails.md,Succeeded,Successful
microsoft-r\python-reference\microsoftml\categorical-hash.md,Succeeded,Successful
microsoft-r\operationalize\how-to-build-api-clients-from-swagger-for-app-integration.md,Succeeded,Successful
microsoft-r\r\tutorial-revoscaler-data-model-analysis.md,Succeeded,Successful
microsoft-r\deployr\deployr-application-developer-getting-started.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxcanceljob.md,Succeeded,Successful
microsoft-r\r\media\how-to-revoscaler-generalized-linear-model\image18.png,Skipped,Skipped - No tranformation required
microsoft-r\r\media\tutorial-revoscaler-large-data-census\wage_income_age_graph_2.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\mrsdeploy\deleteservice.md,Succeeded,Successful
microsoft-r\r\rpe\media\revorpe-getting-started\image12.png,Skipped,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-managing-the-grid\0300001E_576x218.png,Skipped,Skipped - No tranformation required
microsoft-r\operationalize\media\configure-start-for-administrators\security.png,Skipped,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\rx-logit.md,Succeeded,Successful
microsoft-r\r-reference\mrsdeploy\getValidatedServiceType.md,Succeeded,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\solution_explorer.jpg,Skipped,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\RxHiveData.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-admin-scale-and-throughput\tuneasync.png,Skipped,Skipped - No tranformation required
microsoft-r\python-reference\microsoftml\sgd-optimizer.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-admin-install-in-cloud\azure-public-ip.png,Skipped,Skipped - No tranformation required
microsoft-r\r\rpe\media\revorpe-users-guide\step_into_button.jpg,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxhdfsfilesystem.md,Succeeded,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\rev_r_ent_ui.jpg,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\microsoftml\microsoftml-package.md,Succeeded,Successful
microsoft-r\r\rpe\media\revorpe-getting-started\image9.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\microsoftml\categoricalhash.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-admin-console-user-accounts\userdetails.png,Skipped,Skipped - No tranformation required
microsoft-r\operationalize\media\how-to-connect-log-in-with-mrsdeploy\mrsdeploy-connect-remote-session.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoutils\totalsystemmemory.md,Succeeded,Successful
microsoft-r\r-reference\olapr\executemd.md,Succeeded,Successful
microsoft-r\r\tutorial-rxexecby.md,Succeeded,Successful
microsoft-r\operationalize\quickstart-publish-r-web-service.md,Succeeded,Successful
microsoft-r\r\rpe\media\revorpe-getting-started\image10.png,Skipped,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\rx-import.md,Succeeded,Successful
microsoft-r\r-reference\mrsdeploy\downloadsnapshot.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-admin-console-permisssions-with-roles\0300000D_624x290.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxodbcdata.md,Succeeded,Successful
microsoft-r\r-reference\microsoftml\selectColumns.md,Succeeded,Successful
microsoft-r\python-reference\revoscalepy\rx-get-job-info.md,Succeeded,Successful
microsoft-r\r\media\tutorial-revoscaler-data-model-analysis\crsdeptime_plot.png,Skipped,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-console-permisssions-with-roles\03000011_624x288.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxformula.md,Succeeded,Successful
microsoft-r\install\operationalize-r-server-one-box-config.md,Succeeded,Successful
microsoft-r\r\sample-microsoftml.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxgetvarinfoxdf.md,Succeeded,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\run_button.jpg,Skipped,Skipped - No tranformation required
microsoft-r\python\media\jupyternb-new-mmlspy.png,Skipped,Skipped - No tranformation required
microsoft-r\python-reference\azureml-model-management-sdk\service-definition.md,Succeeded,Successful
microsoft-r\r-reference\olapr\explore.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxoptions.md,Succeeded,Successful
microsoft-r\r-reference\revoutils\revoutils.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxmultitest.md,Succeeded,Successful
microsoft-r\python-reference\revoscalepy\rx-hadoop-list-files.md,Succeeded,Successful
microsoft-r\python-reference\microsoftml\concat.md,Succeeded,Successful
microsoft-r\python-reference\revoscalepy\rx-partition.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-admin-console-managing-r-scripts\03000013_575x258.png,Skipped,Skipped - No tranformation required
microsoft-r\media\what-is-operationalization\about-3.png,Skipped,Skipped - No tranformation required
microsoft-r\deployr\deployr-whats-new.md,Succeeded,Successful
microsoft-r\install\media\mlserver-install-older-versions.png,Skipped,Skipped - No tranformation required
microsoft-r\deployr\deployr-admin-java-version.md,Succeeded,Successful
microsoft-r\r\r-samples.md,Succeeded,Successful
microsoft-r\operationalize\media\configure-authentication\aad-create-native-app-name.png,Skipped,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-managing-the-grid\0300001F_537x272.png,Skipped,Skipped - No tranformation required
microsoft-r\install\machine-learning-server-azure-vm-on-linux.md,Succeeded,Successful
microsoft-r\install\r-server-install-hadoop-offline.md,Succeeded,Successful
microsoft-r\media\what-is-operationalization\about-1.png,Skipped,Skipped - No tranformation required
microsoft-r\install\machine-learning-server-windows-commandline.md,Succeeded,Successful
microsoft-r\r\media\tutorial-revoscaler-data-import-transform\arrdelay_histogram_2.png,Skipped,Skipped - No tranformation required
microsoft-r\install\r-server-install-linux-offline.md,Succeeded,Successful
microsoft-r\r-reference\revopemar\pemabygroup-class.md,Succeeded,Successful
microsoft-r\install\media\microsoftml-install-pretrained-models\msr-config-install-ml-model.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\revoscaler-hadoop-functions.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxgetjobresults.md,Succeeded,Successful
ThirdPartyNotices,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\mrsdeploy\DeleteServicePool.md,Succeeded,Successful
microsoft-r\python-reference\revoscalepy\rx-btrees.md,Succeeded,Successful
microsoft-r\docfx.json,Succeeded,Successful
microsoft-r\deployr\media\deployr-admin-scale-and-throughput\tuneprojects-example.png,Skipped,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\rx-get-var-info.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-admin-scale-and-throughput\throughput1.png,Skipped,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-managing-access-with-ip-filters\0300001C_544x270.png,Skipped,Skipped - No tranformation required
microsoft-r\operationalize\configure-admin-cli-local-password.md,Succeeded,Successful
microsoft-r\r-reference\revopemar\pemacompute.md,Succeeded,Successful
microsoft-r\r\concept-what-is-sql-server-r-services.md,Succeeded,Successful
microsoft-r\install\machine-learning-server-windows-uninstall.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxcompressxdf.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxexpression.md,Succeeded,Successful
microsoft-r\deployr\media\deployr-repository-manager-about\usingrepoman.png,Skipped,Skipped - No tranformation required
microsoft-r\r\rpe\media\revorpe-users-guide\r_console_window.jpg,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\mrsdeploy\listsnapshots.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\revoscaler-compared-to-base-r.md,Succeeded,Successful
microsoft-r\python-reference\revoscalepy\rx-get-job-results.md,Succeeded,Successful
microsoft-r\install\machine-learning-server-cloudera-install.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxprivacycontrol.md,Succeeded,Successful
microsoft-r\deployr\deployr-admin-managing-access-with-ip-filters.md,Succeeded,Successful
microsoft-r\python-reference\revoscalepy\rx-get-jobs.md,Succeeded,Successful
microsoft-r\r\media\how-to-revoscaler-visualize-huge-data-sets\image28.png,Skipped,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\revoscalepy-package.md,Succeeded,Successful
microsoft-r\operationalize\media\configure-authentication\aad-create-web-app-done.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxfilesystem.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxtweedie.md,Succeeded,Successful
microsoft-r\r-reference\mrsdeploy\serviceOption.md,Succeeded,Successful
microsoft-r\r\how-to-revoscaler-data-source.md,Succeeded,Successful
microsoft-r\install\machine-learning-server-install.md,Succeeded,Successful
microsoft-r\r\scaler-data-merge.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxremotefilepath.md,Succeeded,Successful
microsoft-r\media\what-is-operationalization\about-personas.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxgetjobs.md,Succeeded,Successful
microsoft-r\operationalize\how-to-manage-access-tokens.md,Succeeded,Successful
microsoft-r\r\how-to-developer-pmml.md,Succeeded,Successful
microsoft-r\deployr\deployr-admin-scale-and-throughput.md,Succeeded,Successful
microsoft-r\operationalize\media\configure-authentication\aad-create-native-app-type.png,Skipped,Skipped - No tranformation required
microsoft-r\r\how-to-revoscaler-spark.md,Succeeded,Successful
microsoft-r\python-reference\revoscalepy\rx-get-partitions.md,Succeeded,Successful
microsoft-r\install\r-server-install-hadoop-command-line.md,Succeeded,Successful
microsoft-r\operationalize\media\configure-roles\p3.png,Skipped,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-configure-ca-sso\004-createagentconfig.jpg,Skipped,Skipped - No tranformation required
microsoft-r\r\how-to-revoscaler-crosstabs.md,Succeeded,Successful
microsoft-r\r\how-to-developer-write-chunking-algorithms.md,Succeeded,Successful
microsoft-r\deployr\deployr-rbroker-framework.md,Succeeded,Successful
microsoft-r\install\r-server-install-windows-offline.md,Succeeded,Successful
microsoft-r\deployr\deployr-faq.md,Succeeded,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\moved_r_console_window.jpg,Skipped,Skipped - No tranformation required
microsoft-r\r\media\tutorial-revoscaler-large-data-census\weeks_worked_age_graph.png,Skipped,Skipped - No tranformation required
microsoft-r\python-reference\microsoftml\sse-math.md,Succeeded,Successful
microsoft-r\r\how-to-revoscaler-data-summaries.md,Succeeded,Successful
microsoft-r\r\how-to-revoscaler-distributed-computing-background-jobs.md,Succeeded,Successful
microsoft-r\r\media\how-to-execute-code-remotely\remote-execution.png,Skipped,Skipped - No tranformation required
microsoft-r\deployr\deployr-security-project-access.md,Succeeded,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\close_button.jpg,Skipped,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-api-explorer-tool\deployr-api-explorer-tool-1.png,Skipped,Skipped - No tranformation required
microsoft-r\r\media\tutorial-large-data-tips\image13.jpeg,Skipped,Skipped - No tranformation required
microsoft-r\r\media\tutorial-r-to-revoscaler\image7.jpeg,Skipped,Skipped - No tranformation required
microsoft-r\deployr\media\deployr\deployr-architecture.png,Skipped,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxhadoopmr.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxmergexdf.md,Succeeded,Successful
microsoft-r\r-reference\mrsdeploy\putlocalworkspace.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxodbcdata-class.md,Succeeded,Successful
microsoft-r\r-reference\revoscaler\rxlocalseq.md,Succeeded,Successful
microsoft-r\deployr\deployr-security-https.md,Succeeded,Successful
