spy.md,Failed,Failed - Exception Occured - Data at the root level is invalid. Line 1, position 1.
mytest01.txt,Failed,Failed - Exception Occured - Data at the root level is invalid. Line 1, position 1.
C&E_JPN_62943954_tutorial-editor.md.xlf,Skipped,Skipped - No tranformation required
mytext.txt,Failed,Failed - Exception Occured - Data at the root level is invalid. Line 1, position 1.
README.md,Failed,Failed - Exception Occured - Data at the root level is invalid. Line 1, position 1.
