microsoft-r\operationalize\python\how-to-deploy-manage-web-services.md,1,Successful
microsoft-r\r-reference\revoscaler\rxhadoopmr.md,1,Successful
microsoft-r\r-reference\revoscaler\rxsplitxdf.md,1,Successful
microsoft-r\python-reference\microsoftml\count-select.md,1,Successful
microsoft-r\deployr\media\deployr-admin-managing-the-grid\0300001E_576x218.png,2,Skipped - No tranformation required
microsoft-r\deployr\deployr-admin-configure-reinstall-r.md,1,Successful
microsoft-r\r-reference\revoscaler\rxsparkcachedata.md,1,Successful
microsoft-r\whats-new-in-r-server.md,1,Successful
microsoft-r\python-reference\revoscalepy\rx-get-job-status.md,1,Successful
microsoft-r\r\rpe\media\revorpe-getting-started\image7.png,2,Skipped - No tranformation required
microsoft-r\r\rpe\media\revorpe-getting-started\image11.png,2,Skipped - No tranformation required
microsoft-r\r-client\compatibility-with-server.md,1,Successful
microsoft-r\r\how-to-revoscaler-naive-bayes.md,1,Successful
microsoft-r\deployr\media\deployr-admin-console-about\admin-console-home.png,2,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\rx-spark-connect.md,1,Successful
microsoft-r\operationalize\configure-admin-cli-encrypt-credentials.md,1,Successful
microsoft-r\r\media\how-to-revoscaler-data-summaries\image3.png,2,Skipped - No tranformation required
microsoft-r\breadcrumb\toc.yml,1,Successful
microsoft-r\operationalize\media\how-to-consume-web-service-interact-in-r\returns91.png,2,Skipped - No tranformation required
microsoft-r\install\python-libraries-interpreter.md,1,Successful
microsoft-r\r-reference\revoscaler\airlinedemosmall.md,1,Successful
microsoft-r\deployr\media\deployr-admin-install-in-cloud\azure-inbound-rules.png,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxstepplot.md,1,Successful
microsoft-r\install\r-server-install.md,1,Successful
microsoft-r\r\tutorial-r-to-revoscaler.md,1,Successful
microsoft-r\r\scaler-data-merge.md,1,Successful
microsoft-r\r-reference\revoscaler\rxinsqlserver-class.md,1,Successful
microsoft-r\python-reference\azureml-model-management-sdk\deploy-client.md,1,Successful
microsoft-r\operationalize\media\configure-roles\p3.png,2,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\RxOdbcData.md,1,Successful
microsoft-r\r-reference\microsoftml\rxfeaturize.md,1,Successful
microsoft-r\r-reference\mrsdeploy\serviceOption.md,1,Successful
microsoft-r\deployr\media\deployr-admin-configure-ca-sso\017.jpg,2,Skipped - No tranformation required
microsoft-r\install\machine-learning-server-windows-offline.md,1,Successful
microsoft-r\deployr\media\deployr-admin-configure-ca-sso\006.jpg,2,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-configure-ca-sso\013.jpg,2,Skipped - No tranformation required
microsoft-r\r\rpe\media\revorpe-users-guide\rev_r_ent_ui.jpg,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxpredict.md,1,Successful
microsoft-r\python-reference\microsoftml\load-image.md,1,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\solution_explorer.jpg,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\media\revoscaler\manip copy.png,2,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-configure-ca-sso\002-createagentgroup.jpg,2,Skipped - No tranformation required
microsoft-r\r\media\how-to-revoscaler-visualize-huge-data-sets\image33.png,2,Skipped - No tranformation required
microsoft-r\r-reference\mrsdeploy\GetPoolStatus.md,1,Successful
microsoft-r\python-reference\revoscalepy\rx-get-jobs.md,1,Successful
microsoft-r\deployr\media\deployr-admin-monitoring-events\03000023_612x363.png,2,Skipped - No tranformation required
microsoft-r\r\rpe\media\revorpe-users-guide\step_into_button.jpg,2,Skipped - No tranformation required
microsoft-r\python-reference\azureml-model-management-sdk\realtime-definition.md,1,Successful
microsoft-r\operationalize\concept-what-are-web-services.md,1,Successful
microsoft-r\deployr\deployr-whats-new.md,1,Successful
microsoft-r\operationalize\media\configure-evaluate-capacity\admin-capacity-results-url.png,2,Skipped - No tranformation required
microsoft-r\deployr\deployr-admin-configure-high-availability.md,1,Successful
microsoft-r\r-reference\sqlrutils\outputdata.md,1,Successful
microsoft-r\r\how-to-revoscaler-distributed-computing-background-jobs.md,1,Successful
microsoft-r\install\r-server-install-cloudera-generate-parcel.md,1,Successful
microsoft-r\python-reference\microsoftml\categorical.md,1,Successful
microsoft-r\operationalize\configure-machine-learning-server-one-box.md,1,Successful
microsoft-r\r-reference\revoscaler\rxspssdata.md,1,Successful
microsoft-r\r-reference\revoscaler\airlinedata87to08.md,1,Successful
microsoft-r\operationalize\media\how-to-build-api-clients-from-swagger-for-app-integration\swaggerIO-generateClient.png,2,Skipped - No tranformation required
microsoft-r\r-reference\sqlrutils\setinputdataquery.md,1,Successful
microsoft-r\deployr\media\deployr-admin-configure-ca-sso\018.jpg,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxreadxdf.md,1,Successful
microsoft-r\r-reference\revoscaler\rxsqlserverdata.md,1,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\call_stack_window.jpg,2,Skipped - No tranformation required
microsoft-r\docfx.json,1,Successful
microsoft-r\python-reference\revoscalepy\RxLocalSeq.md,1,Successful
microsoft-r\r\how-to-revoscaler-hadoop.md,1,Successful
microsoft-r\operationalize\media\configure-authentication\aad-delegated-permissions.png,2,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\rx-cleanup-jobs.md,1,Successful
microsoft-r\r\tutorial-revoscaler-large-data-census.md,1,Successful
microsoft-r\install\r-server-install-hadoop-configuration-r-workloads.md,1,Successful
microsoft-r\deployr\media\deployr-data-scientist-write-portable-r-code\testpage.png,2,Skipped - No tranformation required
microsoft-r\operationalize\media\how-to-build-api-clients-from-swagger-for-app-integration\api-swagger-workflow.png,2,Skipped - No tranformation required
microsoft-r\install\media\machine-learning-server-install-azure-vm\gh-readme-page.png,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\revoscaler-deprecated.md,1,Successful
microsoft-r\python-reference\microsoftml\rx-ensemble.md,1,Successful
microsoft-r\r\tutorial-revoscaler-large-data-loan.md,1,Successful
microsoft-r\r\media\how-to-revoscaler-covcor\math3.png,2,Skipped - No tranformation required
microsoft-r\python-reference\azureml-model-management-sdk\operationalization.md,1,Successful
microsoft-r\install\machine-learning-server-windows-uninstall.md,1,Successful
microsoft-r\python-reference\azureml-model-management-sdk\azureml-model-management-sdk.md,1,Successful
microsoft-r\r-reference\revoutils\revo-home.md,1,Successful
microsoft-r\install\operationalize-r-server-enterprise-config.md,1,Successful
microsoft-r\python-reference\microsoftml\rx-neural-network.md,1,Successful
microsoft-r\deployr\media\deployr-api-explorer-tool\deployr-api-explorer-tool-1.png,2,Skipped - No tranformation required
microsoft-r\r-reference\revopemar\setpemaclass.md,1,Successful
microsoft-r\r\media\how-to-revoscaler-distributed-computing-parallel-jobs\mandelbrot_plot.png,2,Skipped - No tranformation required
microsoft-r\python\quickstart-binary-classification-with-microsoftml.md,1,Successful
microsoft-r\r\media\how-to-revoscaler-transform-functions\image25.png,2,Skipped - No tranformation required
microsoft-r\operationalize\configure-admin-cli-ports.md,1,Successful
microsoft-r\r-reference\revoscaler\rxdistributejob.md,1,Successful
microsoft-r\deployr\media\deployr-data-scientist-getting-started\addowner.png,2,Skipped - No tranformation required
microsoft-r\r\how-to-revoscaler-crosstabs.md,1,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\object_browser_2.jpg,2,Skipped - No tranformation required
microsoft-r\r-reference\microsoftml\neuralnet.md,1,Successful
microsoft-r\operationalize\configure-admin-cli-compute-uris.md,1,Successful
microsoft-r\r-reference\microsoftml\microsoftml-package.md,1,Successful
microsoft-r\deployr\deployr-admin-managing-the-grid.md,1,Successful
microsoft-r\operationalize\media\configure-authentication\aad-settings-perms-add.png,2,Skipped - No tranformation required
microsoft-r\r\how-to-revoscaler-decision-tree.md,1,Successful
microsoft-r\r\media\tutorial-revoscaler-large-data-loan\houseage_plot.png,2,Skipped - No tranformation required
microsoft-r\r\media\tutorial-r-to-revoscaler\image15.png,2,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\rx-get-partitions.md,1,Successful
microsoft-r\python-reference\revoscalepy\rx-cancel-job.md,1,Successful
microsoft-r\r\media\tutorial-r-to-revoscaler\image6.jpeg,2,Skipped - No tranformation required
microsoft-r\install\microsoftml-install-pretrained-models.md,1,Successful
microsoft-r\python-reference\microsoftml\smoothed-hinge-loss.md,1,Successful
microsoft-r\deployr\media\deployr\deployr-architecture.png,2,Skipped - No tranformation required
microsoft-r\r-reference\mrsdeploy\getservice.md,1,Successful
microsoft-r\deployr\deployr-admin-install-in-cloud.md,1,Successful
microsoft-r\python-reference\revoscalepy\rx-get-job-results.md,1,Successful
microsoft-r\r\media\tutorial-r-to-revoscaler\image4.JPG,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxopen-methods.md,1,Successful
microsoft-r\operationalize\media\configure-authentication\aad-settings.png,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxaddinheritance.md,1,Successful
microsoft-r\deployr\media\deployr-admin-console-permisssions-with-roles\03000010_624x306.png,2,Skipped - No tranformation required
microsoft-r\deployr\deployr-admin-managing-server-policies.md,1,Successful
microsoft-r\toc.yml,1,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\data_editor_dialog.jpg,2,Skipped - No tranformation required
microsoft-r\python-reference\azureml-model-management-sdk\batch-response.md,1,Successful
microsoft-r\r\media\how-to-revoscaler-linear-model\image13.png,2,Skipped - No tranformation required
microsoft-r\r\how-to-revoscaler-boosting.md,1,Successful
microsoft-r\media\what-is-operationalization\about-1.png,2,Skipped - No tranformation required
microsoft-r\r-reference\microsoftml\mutualinformation.md,1,Successful
microsoft-r\operationalize\configure-machine-learning-server-enterprise-9-2.md,1,Successful
microsoft-r\r-reference\microsoftml\extractpixels.md,1,Successful
microsoft-r\python-reference\revoscalepy\rx-serialize-model.md,1,Successful
microsoft-r\python-reference\revoscalepy\rx-lin-mod.md,1,Successful
microsoft-r\deployr\deployr-api-reference.md,1,Successful
microsoft-r\install\r-server-install-hadoop-805.md,1,Successful
microsoft-r\r-reference\revoscaler\rxxdfdata-class.md,1,Successful
microsoft-r\rebranding-microsoft-r-server.md,1,Successful
microsoft-r\resources-more.md,1,Successful
microsoft-r\deployr\deployr-security-server-access.md,1,Successful
microsoft-r\r-reference\revoscaler\rxtransform.md,1,Successful
microsoft-r\r-reference\microsoftml\rxHashEnv.md,1,Successful
microsoft-r\python-reference\microsoftml\log-loss.md,1,Successful
microsoft-r\operationalize\configure-r-execution-security.md,1,Successful
microsoft-r\python\how-to-revoscalepy-jupyter-nb-config.md,1,Successful
microsoft-r\r-reference\sqlrutils\inputdata.md,1,Successful
microsoft-r\deployr\media\deployr-repository-manager-files\workflowdeletefile.png,2,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-api-explorer-tool\deployr-api-explorer-tool-5.png,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxsqllibpaths.md,1,Successful
microsoft-r\deployr\media\deployr-admin-managing-the-grid\03000020_576x294.png,2,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\RxRemoteJobStatus.md,1,Successful
microsoft-r\r-reference\revoscaler\rxodbcdata-class.md,1,Successful
microsoft-r\r-reference\mrsdeploy\putlocalobject.md,1,Successful
microsoft-r\operationalize\python\how-to-consume-web-services-async.md,1,Successful
microsoft-r\r-reference\revoscaler\rxsetcomputecontext.md,1,Successful
microsoft-r\r-reference\revoscaler\rxgetnodeinfo.md,1,Successful
microsoft-r\operationalize\how-to-build-api-clients-from-swagger-for-app-integration.md,1,Successful
microsoft-r\python-reference\revoscalepy\rx-predict-rx-dtree.md,1,Successful
microsoft-r\r-reference\revoscaler\rxresultsdf.md,1,Successful
microsoft-r\python-reference\revoscalepy\rx-spark-remove-data.md,1,Successful
microsoft-r\python-reference\revoscalepy\rx-logit.md,1,Successful
microsoft-r\r-reference\revoscaler\rxremovepackages.md,1,Successful
microsoft-r\r-reference\revoscaler\rxchisquaredtest.md,1,Successful
microsoft-r\r-reference\revoscaler\rxremotecall.md,1,Successful
microsoft-r\python-reference\microsoftml\select-columns.md,1,Successful
microsoft-r\operationalize\media\configure-authentication\security.png,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxwriteobject.md,1,Successful
microsoft-r\r-reference\microsoftml\getSampleDataDir.md,1,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\moved_r_console_window.jpg,2,Skipped - No tranformation required
microsoft-r\r\media\tutorial-revoscaler-data-model-analysis\crsdeptime_plot.png,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxgetfuzzydist.md,1,Successful
microsoft-r\python-reference\revoscalepy\RxParquetData.md,1,Successful
microsoft-r\r-reference\revoscaler\rxgetvarnames.md,1,Successful
microsoft-r\r-reference\revoscaler\airontime87to12.md,1,Successful
microsoft-r\r-reference\revoscaler\rxcomparecontexts.md,1,Successful
microsoft-r\r\media\how-to-revoscaler-distributed-computing-distributed-analysis\plotted_results.png,2,Skipped - No tranformation required
microsoft-r\media\what-is-operationalization\about-personas.png,2,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-configure-ca-sso\021.jpg,2,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\rx-privacy-control.md,1,Successful
microsoft-r\python-reference\revoscalepy\rx-get-compute-context.md,1,Successful
microsoft-r\r\media\how-to-revoscaler-decision-tree\image22.png,2,Skipped - No tranformation required
microsoft-r\install\r-server-install-linux-server-805.md,1,Successful
microsoft-r\r\how-to-introduction.md,1,Successful
microsoft-r\r-reference\microsoftml\resizeimage.md,1,Successful
microsoft-r\deployr\media\deployr-data-scientist-getting-started\rstudio.png,2,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-managing-r-boundaries\03000017.png,2,Skipped - No tranformation required
microsoft-r\r-reference\revopemar\pemamean.md,1,Successful
microsoft-r\operationalize\media\configure-authentication\aad-create-native-app-done.png,2,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-data-scientist-getting-started\email.png,2,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\rx-get-job-output.md,1,Successful
microsoft-r\r\media\how-to-revoscaler-distributed-computing-parallel-jobs\birthday_plot.png,2,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\rx-get-pyspark-connection.md,1,Successful
microsoft-r\deployr\media\deployr-admin-managing-access-with-ip-filters\0300001B_205x170.png,2,Skipped - No tranformation required
microsoft-r\python-reference\microsoftml\squared-loss.md,1,Successful
microsoft-r\deployr\deployr-repository-manager-testing-debugging-scripts.md,1,Successful
microsoft-r\r-reference\revoscaler\rxtextdata.md,1,Successful
microsoft-r\r\concept-what-is-sql-server-r-services.md,1,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\debug_tb.jpg,2,Skipped - No tranformation required
microsoft-r\r-reference\sqlrutils\registerstoredprocedure.md,1,Successful
microsoft-r\r-reference\microsoftml\getNetDefinition.md,1,Successful
microsoft-r\r-client\what-is-microsoft-r-client.md,1,Successful
microsoft-r\deployr\media\deployr-data-scientist-getting-started\newdir1.png,2,Skipped - No tranformation required
microsoft-r\install\r-server-vm-data-science.md,1,Successful
microsoft-r\operationalize\media\how-to-connect-log-in-with-mrsdeploy\mrsdeploy-connect-local.png,2,Skipped - No tranformation required
microsoft-r\install\media\r-server-install-cloudera-deploy-activate\cloudera-manager-parcel-icon.png,2,Skipped - No tranformation required
microsoft-r\r\media\how-to-revoscaler-logistic-regression\image15.png,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxgetvarinfoxdf.md,1,Successful
microsoft-r\operationalize\media\configure-roles\appdev-persona.png,2,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-install-in-cloud\azure-resource-group.png,2,Skipped - No tranformation required
microsoft-r\r\media\how-to-revoscaler-covcor\math1.png,2,Skipped - No tranformation required
microsoft-r\r\rpe\media\revorpe-users-guide\select_debug.jpg,2,Skipped - No tranformation required
microsoft-r\r-reference\mrsdeploy\getremotefile.md,1,Successful
microsoft-r\operationalize\media\configure-roles\security-auth-1.png,2,Skipped - No tranformation required
microsoft-r\r\tutorial-introduction.md,1,Successful
microsoft-r\r\media\tutorial-revoscaler-large-data-census\wage_income_age_graph_2.png,2,Skipped - No tranformation required
microsoft-r\python-reference\azureml-model-management-sdk\service-response.md,1,Successful
microsoft-r\r-reference\mrsdeploy\getremoteobject.md,1,Successful
microsoft-r\deployr\media\deployr-repository-manager-files\workflowrestorefile.png,2,Skipped - No tranformation required
microsoft-r\install\machine-learning-server-hadoop-uninstall.md,1,Successful
microsoft-r\r-reference\microsoftml\rxpredict.md,1,Successful
microsoft-r\operationalize\configure-admin-cli-stop-start.md,1,Successful
microsoft-r\deployr\media\deployr-repository-manager-testing-debugging-scripts\robjects.png,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxcovregression.md,1,Successful
microsoft-r\r\rpe\media\revorpe-users-guide\visual_debugger_breakpoint.jpg,2,Skipped - No tranformation required
microsoft-r\operationalize\media\configure-authentication\aad-create-web-app.png,2,Skipped - No tranformation required
microsoft-r\install\operationalize-r-server-one-box-config.md,1,Successful
microsoft-r\python-reference\introducing-python-package-reference.md,1,Successful
microsoft-r\deployr\deployr-administrator-getting-started.md,1,Successful
microsoft-r\r-reference\revoscaler\rxexecby.md,1,Successful
microsoft-r\r\media\how-to-revoscaler-visualize-huge-data-sets\image30.png,2,Skipped - No tranformation required
microsoft-r\python-reference\azureml-model-management-sdk\mlserver.md,1,Successful
.gitignore,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxspark-class.md,1,Successful
microsoft-r\python-reference\revoscalepy\RxSparkDataFrame.md,1,Successful
microsoft-r\r-reference\revoscaler\rxPredict.rxDForest.md,1,Successful
microsoft-r\operationalize\configure-start-for-administrators.md,1,Successful
microsoft-r\r-reference\revoscaler\rxexecbypartition.md,1,Successful
microsoft-r\r\how-to-revoscaler-distributed-computing-distributed-analysis.md,1,Successful
microsoft-r\r-reference\revoscaler\rxsyncpackages.md,1,Successful
microsoft-r\r-reference\revoscaler\rxgetjobresults.md,1,Successful
microsoft-r\python-reference\azureml-model-management-sdk\service.md,1,Successful
microsoft-r\deployr\media\deployr\deployr-api-asynch-jobs.png,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxpingnodes.md,1,Successful
microsoft-r\r-reference\revoscaler\media\revoscaler\manip.png,2,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-console-managing-r-scripts\03000013_575x258.png,2,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-configure-ca-sso\005-modifyagentconfig.jpg,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\media\revoscaler\analytics copy.png,2,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\rx-hadoop-copy.md,1,Successful
microsoft-r\python-reference\revoscalepy\rx-read-object.md,1,Successful
microsoft-r\r-reference\revoscaler\rxsortxdf.md,1,Successful
microsoft-r\r-reference\revoscaler\rxstopengine.md,1,Successful
microsoft-r\r-reference\revoscaler\rxhpcserver-class.md,1,Successful
microsoft-r\r-reference\revoutils\getrevorepos.md,1,Successful
microsoft-r\r-reference\revoscaler\as.naiveBayes.md,1,Successful
microsoft-r\install\media\machine-learning-server-install-azure-vm\azure-vm-list.png,2,Skipped - No tranformation required
microsoft-r\python-reference\revoscalepy\rx-data-step.md,1,Successful
microsoft-r\python\media\jupyternb-new-mmlspy.png,2,Skipped - No tranformation required
microsoft-r\r-reference\revoscaler\rxexpression.md,1,Successful
microsoft-r\r\media\how-to-revoscaler-linear-model\image11.png,2,Skipped - No tranformation required
microsoft-r\operationalize\quickstart-publish-r-web-service.md,1,Successful
microsoft-r\python-reference\revoscalepy\rx-predict.md,1,Successful
microsoft-r\r-reference\revoscaler\rxmakernodenames.md,1,Successful
microsoft-r\r\how-to-revoscaler-data-transform.md,1,Successful
microsoft-r\r\media\tutorial-r-to-revoscaler\image11.jpeg,2,Skipped - No tranformation required
microsoft-r\deployr\media\deployr-admin-diagnostics-troubleshooting\noaccess.png,2,Skipped - No tranformation required
microsoft-r\operationalize\media\configure-evaluate-capacity\admin-capacity-parameters.png,2,Skipped - No tranformation required
microsoft-r\r\how-to-revoscaler-models.md,1,Successful
microsoft-r\python-reference\revoscalepy\RxHdfsFileSystem.md,1,Successful
microsoft-r\deployr\media\deployr-repository-manager-testing-debugging-scripts\testpagepanes.png,2,Skipped - No tranformation required
